LID,t50_fid,LCDB_UID,Name,Geomorphic,ArtInfo,Wetland,Ephemeral,Depth_Meas,NewAreaHa,CentroidX,CentroidY,Region,Primary,Natural2,Natural3,Natural4,Natural5,Current2,Current3,Current4,Current5,MaxDepth,DecTemp,DecSolrad,Fetch,SumWind,Urban,Pasture,WoniUnit,WoniProvin,LakeAreaHa,LakePerim,LakeVolume,LakeElevat,MeanWind,RegionalRa,RegionalCu,NationalRa,NationalCu,NationalPr,National_1,NaturalCov,LandusePre,Impervious,InvasivePl,InvasiveFi,DamEffectU,DamEffectD,SumPressur,SumPress_1,SumPress_2,SumPress_3,catAreaHa,Residence,NitrogenLo,PredMacrop,ActualMacr,ClarityPro,LakeElev,catArea,catPerim,catSlope,catFlow,catElev,catAnnTemp,catDecSolR,catJuneSol,catPhos,catCalc,catHard,catPsize,catAlluv,catBeech_1,catGlacial,catPeat,catImpervi,catNatural,catPasture,SBTI,SBTI_Troph,MfE_TN_Med,MfE_NH4N_M,MfE_TP_Med,MfE_CHLA_M,MfE_CHLA_A,MfE_CLAR_M,MfE_TLI3_M,MfE_TLI4_M,MfE_ECOLI_,MfE_ECOLI1,MfE_ECOL_1,MfE_ECOL_2,Abell_TLI,Ab_TLI_Low,Ab_TLI_Upp,Abell_TN,Ab_TN_Lowe,Ab_TN_Uppe,Abell_TP,Ab_TP_Lowe,Ab_TP_Uppe,Abell_Chla,Ab_Chl_Low,Ab_Chl_Upp,Abell_Secc,Ab_Sec_Low,Ab_Sec_Upp,Lat,Long,Alpine_Gra,Indi_Hard,Built_up,Decid_Hard,Dep_Grass,Dune_Shrub,Estu_Wat,Exot_For,Fernland,Flaxland,For_Harv,Gorse,Gravel,Herb_FW_Ve,Herb_Sal_V,High_Prod_,Indi_For,Landslide,Low_Prod_G,Manuka,Matagouri,Mixed_Exo_,Orchard,Peat_Shrub,Per_Snow,River,Sand,Short_rot_,Sub_Alp_Sh,Mine,Tussock,Trans_Infr,Parkland
380,0, ,0,RA,D,0,0,0,1.865679328,175.6687352,-40.94920556,Wellington,C,C.1,C.1.1,C.1.1.1,C.1.1.1.2,C.1,C.1.1,C.1.1.2,C.1.1.2.2,8.6455097,16.8999996,2324.600098,230,4,0,0,Manawatu-Wairarapa,Southern North Island Province,2.6042299,607.2999878,75049.70313,113.8600006,3.45277,21,2.7204573,909,15.6964417,1760,51.9679604,0.9207853,0.9180449,0,0,0,0,0,0.9180449,0.9180449,0.9575093,0.9575093,3.1500001,2261.948731,0,1.95,0,1.95,113.8600006,31500,780,0.42,12110.42285,114.8799973,12.1999998,2330,531,2,2,1,1,0,0,0,0,7.8431373,70.5882339,0,3.848698854,Mesotrophic,0.503449115,0.017207407,0.019248249,6.048431234,28.28876743,2.739637055,4.180410599,3.597865937,4.327691979,114.5289368,10.97802412,0.517579571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40.94920317,175.6687251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
381,0, ,Henley Lake,RA,D,0,0,0,12.26379193,175.6817516,-40.9504243,Wellington,A,A.2,A.2.1,A.2.1.1,A.2.1.1.1,A.1,A.1.2,A.1.2.3,A.1.2.3.1,9.0236502,17,2324.699951,588,3.9100001,37.2400017,40.6300011,Manawatu-Wairarapa,Southern North Island Province,12.2646999,1551.199951,368908,108.1100006,3.3680301,116,11.323267,2582,91.7442703,2651,91.9712296,0.3078702,0.2920264,0,132.9400024,0,0,0,0.2920264,0.0695865,0.6183346,0.1473421,238.9499969,141.8356628,1.3868999,2.8900001,0,2.8900001,108.1100006,2389500,9480,1.67,949347.5,125.8399963,12.09375,2328.149902,531.6799927,2.1700001,2,1.34,1.6900001,0.0013757,0,0,0,39.8704681,5.2331605,40.632122,4.5752244,Eutrophic,0.564172987,0.010587466,0.042050633,12.37899447,84.16034115,2.638413862,4.739952602,3.963686685,6.350539229,84.18021446,1.314341291,0.326659855,4.181221058,3.811879299,4.55456682,760.6542527,535.7189786,1125.855523,20.92994311,12.28121065,36.78306715,7.486914758,4.686169704,11.92147517,3.31242112,2.691720727,4.032645503,-40.95041575,175.6817485,0,0,39.11403029,0,0,0,0,0.9105734,0,0,0,0,0,0.058438148,0,39.75627958,0.693360733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.46731785
402,0, ,0,A,D,0,0,0,1.32184464,175.7721008,-40.94917646,Wellington,B,B.1,B.1.1,B.1.1.1,B.1.1.1.1,B.2,B.2.1,B.2.1.1,B.2.1.1.1,23.3442001,16.6000004,2366.129883,410,4.1900001,0,89.7200012,Manawatu-Wairarapa,Southern North Island Province,1.1491899,532.0999756,89423.5,179.7299957,3.8686199,0,0,0,0,0,0,0.3127098,0.3117791,0,0,0,0,0,0.3117791,0.3117791,0.6544015,0.6544015,12.3299999,659.8499146,0,1.88,0,1.88,179.7299957,123300,1860,9.1700001,49465.14063,203.1399994,11.6846151,2321.679932,531,2.45,2.45,1.9,2.8,0,0,0,0,0,10.0961542,89.720192,5.037652969,Supertrophic,0.858230487,0.018805931,0.04849255,13.45414883,103.2944573,2.385213928,5.040588287,4.515264265,4.809177242,70.73463472,11.74926071,0.91364446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40.94917128,175.7720939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,0, ,Tokomaru No 3 Reservoir,A,D,0,0,0,9.537431182,175.4817795,-40.58762426,Manawatu-Whanganui,B,B.1,B.1.1,B.1.1.1,B.1.1.1.1,B.1,B.1.1,B.1.1.1,B.1.1.1.1,23.7493,15.2799997,2276.909912,564,5.9499998,0.08,0,Manawatu-Wairarapa,Southern North Island Province,9.5363102,2842.699951,754935,357.5899963,5.47405,3,0.2463818,387,7.0492926,1460,33.972908,0.9804611,0.6985784,0,0,0,1.6847826,1,0.6985784,0.6985784,0.7052267,0.7052267,525.1500244,48.7691345,1.7306,0.92,0,0.92,357.5899963,5251500,10080,11.1486397,5650113.5,461.4030762,9.8584442,2296.049316,541.3093262,1,1,4,4,0,0,0,0,3.0086811,85.503624,1.6091214,3.990383863,Mesotrophic,0.283787846,0.003700226,0.012830539,3.793809283,17.75530409,3.448110882,3.482811229,3.461613072,1.033904572,22.0218535,1.5309487,0.365325763,2.906484421,2.451495287,3.384189606,165.1205086,103.7276566,247.1057402,15.02954527,8.443074252,27.74225303,2.13617952,1.255012693,3.572856836,9.221974934,7.182567213,11.77477477,-40.58761728,175.4817714,0,24.48991432,0,0,0,0,0,9.193875876,7.66689452,0,0,0,0,0,0,0,56.80218397,0,1.483876758,0.363254557,0,0,0,0,0,0,0,0,0,0,0,0,0
477,0, ,0,R,0,0,0,0,2.614420417,175.3978163,-40.53017137,Manawatu-Whanganui,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manawatu-Wairarapa,Southern North Island Province,2.6716101,1075.900024,26097.19922,10,3.6104801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7399998,0,0,0.18,0,0.18,10,167400,1860,0,19908.24609,7.6315475,12.8000002,2312.0625,545,2,2,1,1,100,0,0,0,0,22.727272,78.6081238,5.106275558,Supertrophic,1.389884919,0.039709386,0.049293529,15.27801353,100.0952682,1.093523348,5.381644024,5.809633819,44.42817837,450.1521075,16.46427768,1.265747408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40.53016538,175.3978101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.26344753,0,0,0,0,0,15.50979672,0,0,0,1.226755751,0,0,0,0,0,0,0
484,0, ,0,R,0,0,0,0,1.481199248,175.4079196,-40.51191538,Manawatu-Whanganui,C,C.1,C.1.1,C.1.1.1,C.1.1.1.2,C.2,C.2.1,C.2.1.1,C.2.1.1.1,2.93051,17.2999992,2313.5,230,4.2600002,0,80.1500015,Manawatu-Wairarapa,Southern North Island Province,1.14771,981.7000122,11211.2998,10,3.6386299,52,7.2579803,1637,67.3427353,2585,91.8848419,0.333461,0.3324686,0,0.067,0,0,0,0.3324686,0.3324686,0.6643975,0.6643975,30.5100002,126.7658539,0,0.17,0,0,10,305100,1620,0,32280.92188,7.6315475,12.8999996,2313,545,2,2,1,1,100,0,0,0,4.9689441,20.0828152,80.1514282,5.462836742,Supertrophic,1.162852153,0.039680777,0.043891131,14.5907519,96.35934622,1.125911926,5.297419429,5.622835898,49.44771821,450.1521075,21.17476435,1.74481532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40.51190877,175.407912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360797581,0,82.24137526,17.39782716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,0, ,0,R,0,0,0,0,6.984872602,175.2643077,-41.26813665,Wellington,C,C.1,C.1.1,C.1.1.1,C.1.1.1.2,C.2,C.2.1,C.2.1.1,C.2.1.1.1,2.9867699,17.2800007,2326.120117,602,5.6100001,0,93.7200012,Manawatu-Wairarapa,Southern North Island Province,6.98528,2277.100098,69544.79688,3.73,5.2065301,143,91.7872925,2457,91.4708939,1811,74.6396408,0.3071369,0.1961468,0,0,0,0,0,0.1961468,0.1961468,0.4168961,0.4168961,1080.449951,11.6262722,55.6035004,-0.06,0,-0.06,3.73,10804500,23340,0.04,2183317.75,3.1300001,12.8999996,2326.5,534.5800171,1.72,1.72,1.8200001,1.27,0.0009255,0,0,0,1.8831168,4.2443919,93.7229767,5.73227787,Supertrophic,1.293267537,0.02572552,0.085910439,10.56660885,121.8841202,1.124406449,5.283786709,4.884582125,27.66383943,176.0573077,10.48023524,9.714755793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41.26813309,175.2643033,0,0,0,2.773423642,0,0,0,0.338192167,0,0,0,0,0,2.190263007,0,93.74439542,0.953725766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,0, ,0,R,0,0,0,0,10.69640819,175.2551111,-41.26417288,Wellington,C,C.1,C.1.1,C.1.1.1,C.1.1.1.2,C.2,C.2.1,C.2.1.1,C.2.1.1.1,2.91962,17.2000008,2327.169922,470,5.6399999,0,69.3000031,Manawatu-Wairarapa,Southern North Island Province,10.6969995,1741.099976,104104,3.1800001,5.2283401,48,7.0731878,1595,65.8894577,1812,74.6428528,0.3881597,0.3713421,0,0,0,0,0,0.3713421,0.3713421,0.6640078,0.6640078,87.75,196.3471222,1.2091,0.57,0,0.57,3.1800001,877500,3960,0.02,193524.1563,3.1300001,12.8999996,2327,534,1.98,1.98,1.03,1.01,0.011396,0,0,0,0,30.6267815,69.3079987,5.024809837,Supertrophic,1.081977409,0.045333229,0.040058586,10.66955266,90.33863026,1.26800844,5.065460157,4.816010192,43.25441218,470.5910798,11.16219029,2.227580422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41.26416916,175.2551072,0,0,0,19.40226114,0,0,0,0,0,0,0,0,0,3.967456076,0,76.63028278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,0, ,Matthews Lagoon,R,0,0,0,1,37.33532111,175.2678482,-41.2596678,Wellington,A,A.2,A.2.1,A.2.1.1,A.2.1.1.1,A.2,A.2.1,A.2.1.1,A.2.1.1.1,3.08532,17.2999992,2326.570068,950,5.6199999,0,83.9400024,Manawatu-Wairarapa,Southern North Island Province,37.3373985,6181.899902,383992,3.52,5.1921201,24,3.1516314,1406,40.9459991,1813,74.6436615,0.8306828,0.6280304,0,0.067,0,0,0,0.6280304,0.6280304,0.6919243,0.6919243,1362.780029,51.9180298,51.9872017,-0.02,0,-0.02,3.52,13627800,22140,0.03,2699587.75,3.5699999,12.8999996,2326.51001,534.460022,1.73,1.73,1.79,1.26,0.0007338,0,0,0,1.5256084,61.4239006,83.943573,5.270997524,Supertrophic,1.215056971,0.019739712,0.073612293,10.91547964,140.1035535,1.058693233,5.322309653,4.794577275,17.97638566,176.0573077,4.499550121,2.866576948,5.850362727,5.377250784,6.368673952,2476.503319,1606.974334,4045.480165,97.87860065,50.76068464,190.649632,40.25995875,23.83694875,69.04586651,0.881057993,0.503666239,1.334495466,-41.25966029,175.2678442,0,0,0,7.593633742,0,0,0,0.276411031,0,0,0,0,0,4.747617657,0,86.33951275,0.779498606,0,0.263326215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,0, ,Boggy Pond Lagoon,RP,0,0,0,0,59.26154171,175.2673437,-41.24797574,Wellington,A,A.2,A.2.1,A.2.1.1,A.2.1.1.1,A.2,A.2.1,A.2.1.1,A.2.1.1.1,3.4291601,17.2600002,2327.330078,1296,5.6300001,0,53.7299995,Manawatu-Wairarapa,Southern North Island Province,58.2249985,6227.399902,665544,2.8299999,5.19311,14,2.2584975,446,8.6173716,1816,74.6568069,0.8064911,0.775777,0,62.3100014,27.5,0,0,0.775777,0.3126167,0.868801,0.3501028,282.6000061,402.8783569,1.7574,0.93,0,0.93,2.8299999,2826000,7620,0.05,602969.75,2.76,12.8999996,2327.040039,534,1.14,1.52,2.4200001,1.47,0.0018051,0,0,0.0017335,3.6901495,59.6218376,53.7391548,3.855027914,Mesotrophic,0.710866885,0.008576195,0.03499068,8.189894191,93.82586109,1.309337679,4.598227531,4.628824327,18.22861616,186.7328907,4.074686884,2.414964082,5.007021423,4.5616381,5.456872415,1024.963573,701.2537145,1537.435958,55.6596071,29.80379374,109.4526005,15.8666119,9.899949642,25.76683198,1.454903411,1.01935722,2.012770778,-41.24886895,175.2665069,0,0,0,6.074809484,0,0,0,0,0,0,0,0,0,40.05404709,0,50.34901946,0,0,3.522123967,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,0, ,0,R,0,0,0,0,2.968696341,175.4833993,-41.40702786,Wellington,B,B.1,B.1.1,B.1.1.1,B.1.1.1.1,B.1,B.1.1,B.1.1.1,B.1.1.1.1,21.7553005,17.2000008,2298.679932,410,5.2600002,0,15.3000002,Palliser-Kidnappers,Southern North Island Province,2.96926,965.4000244,215324,51.4799995,5.2446699,59,95.5128174,3199,95.5071411,3240,95.5253754,0.3073486,0.2660619,0,0,0,0,0,0.2660619,0.2660619,0.565865,0.565865,50.7599983,256.1108704,37.1590996,1.71,0,1.71,51.4799995,507600,3300,12.04,306872.3125,98.4700012,12.5795918,2336.820068,531,1.0700001,1.0700001,3.76,3.76,0.0024749,0,0,0,0,4.5398774,15.3085117,3.668947935,Mesotrophic,0.511683803,0.006634282,0.018379588,5.084443967,27.65678485,2.829208897,3.880869347,3.699834539,3.494330758,110.4918947,7.20395551,0.499267966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41.40702119,175.4833862,0,0,0,5.764377949,0,0,0,85.67139776,0,0,0,0,0,7.912771972,0,0,0,0,0,0.651452323,0,0,0,0,0,0,0,0,0,0,0,0,0
583,0, ,0,A,D,0,0,0,1.248555467,175.5001582,-41.35061645,Wellington,B,B.1,B.1.1,B.1.1.1,B.1.1.1.1,B.1,B.1.1,B.1.1.1,B.1.1.1.1,23.7148991,16.2999992,2358.540039,160,5.4200001,0,14.8400002,Manawatu-Wairarapa,Southern North Island Province,1.26445,420.6000061,99954.5,218.3200073,5.4547501,157,92.2595215,3128,94.721077,3185,94.7377167,0.3071969,0.3018442,0,0,0,0,0,0.3018442,0.3018442,0.6421847,0.6421847,28.3500004,296.447876,0.1603,2.6800001,0,2.6800001,218.3200073,283500,2940,10.1099997,123068.4453,272.4599915,11.4758625,2327.600098,530,1.13,1.0599999,3.9300001,4.0599999,0,0,0,0,0.4329004,4.3290043,14.8412704,4.300236702,Eutrophic,0.5332711,0.006053989,0.01568925,6.290936,28.79583,3.432737,3.801538,3.952278,1.550812,29.36016,11.16033,0.2465303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41.35061138,175.5001451,0,0,0,0,0,0,0,84.57376874,0,0,0,0,0,0,0,15.42623126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,0, ,0,R,0,0,0,0,2.124374767,175.3108827,-41.27903745,Wellington,C,C.1,C.1.1,C.1.1.1,C.1.1.1.2,C.2,C.2.1,C.2.1.1,C.2.1.1.1,2.99473,17.2000008,2327.060059,380,5.5,0,95.3799973,Manawatu-Wairarapa,Southern North Island Province,2.1245401,828.4000244,21208,4.0599999,5.08358,206,93.4811554,3237,95.5221558,3269,95.5358505,0.3056815,0.2695436,0,0,0,0,0,0.2695436,0.2695436,0.5754771,0.5754771,258.75,18.1484833,1.804,1.03,0,1.03,4.0599999,2587500,12180,4.6599998,426533.5,57.3600006,12.6396885,2323.870117,535,1.6900001,1.6900001,1.91,1.7,0.0010643,0,0,0,0.6476373,1.942912,95.3865128,5.794575214,Supertrophic,1.091988,0.02798269,0.07536256,9.824179,130.714,1.358983,5.232978,4.810494,39.7672,245.775,23.02501,14.17074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41.27903122,175.3108718,0,0,0,0.838416519,0,0,0,2.604250399,0,0,0,0,0,0,0,93.62702967,0,0,0,2.930303414,0,0,0,0,0,0,0,0,0,0,0,0,0
671,0, ,0,R,0,0,0,0,4.350240856,175.3458747,-41.25662308,Wellington,C,C.1,C.1.1,C.1.1.1,C.1.1.1.2,C.2,C.2.1,C.2.1.1,C.2.1.1.1,2.9258299,17.2999992,2325.159912,364,5.3600001,0,96.1299973,Manawatu-Wairarapa,Southern North Island Province,4.3505802,2331.399902,42430.19922,6.5999999,4.85534,202,93.3374405,3096,94.7063293,2293,86.3601837,0.3072193,0.306305,0,0,0,0,0,0.306305,0.306305,0.6516115,0.6516115,42.8400002,335.8256836,0,0.32,0,0.32,6.5999999,428400,1260,0.07,46116.26953,6.73,12.8999996,2326,533,2,2,1,1,0.0233427,0,0,0,2.0348837,4.360465,96.1337662,4.908084393,Eutrophic,1.463372,0.07037696,0.06417625,11.44908,105.4183,1.268686,5.416248,4.909228,99.84152,435.9178,29.64688,14.53513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41.25662117,175.3458709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,0, ,0,RA,D,0,0,0,1.689234269,175.3320431,-41.24852068,Wellington,C,C.1,C.1.1,C.1.1.1,C.1.1.1.2,C.2,C.2.1,C.2.1.1,C.2.1.1.1,2.93051,17.2999992,2326.209961,363,5.46,0,94.8399963,Manawatu-Wairarapa,Southern North Island Province,3.37644,1383.900024,32982.30078,9.0699997,4.9559898,138,12.1753397,2439,91.4443283,1817,74.6624374,0.3051484,0.1774743,0,0,0,0,0,0.1774743,0.1774743,0.3765862,0.3765862,2818.439941,3.8333454,37.2402,0.28,0,0.28,9.0699997,28184400,50400,1.72,3140477.75,25.5,12.7369146,2326.389893,530.4400024,1.87,1.87,1.29,1.4,0.0001946,0,0,0,2.3077362,0.9499087,94.8419418,6.083126068,Hypertrophic,1.244419,0.04060421,0.1163926,9.678369,152.7591,1.114574,5.517419,4.799921,47.52701,174.592,22.70119,14.26357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41.24775763,175.3320585,0,0.213114766,0.073639686,0.102529074,0,0,0,1.148744987,0,0,0,0,0,0.117661442,0,90.19468796,0.584824418,0,0,0.451422897,0,0,0,0,0,0,0,7.113374767,0,0,0,0,0
791,0, ,0,A,D,0,0,0,1.198412033,175.791133,-40.8352001,Wellington,C,C.1,C.1.1,C.1.1.1,C.1.1.1.3,C.2,C.2.1,C.2.1.1,C.2.1.1.2,11.3900003,16.0499992,2278.5,160,5.3400002,0,61.8199997,Manawatu-Wairarapa,Southern North Island Province,1.19849,436.8999939,45502.69922,273.7900085,4.8404598,26,3.192687,972,16.1288986,1583,36.2986069,0.4718901,0.4704857,0,0,0,0,0,0.4704857,0.4704857,0.7337548,0.7337548,3.1500001,1089.37561,0,3.1300001,0,3.1300001,273.7900085,31500,900,3.6900001,15245.89355,271,11.3000002,2309.5,534,3,2,3,5,0,0,0,0,0,38.7755089,61.8222237,4.611129761,Eutrophic,0.758413,0.01483038,0.03953556,14.79429,84.31333,2.14227,5.070343,4.304488,2.646385,23.41458,11.29467,0.2305853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40.83519167,175.7911316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,0, ,Lake Waitawa,W,0,0,0,7,17.03022232,175.1727879,-40.72458872,Wellington,A,A.2,A.2.1,A.2.1.1,A.2.1.1.1,A.2,A.2.1,A.2.1.1,A.2.1.1.1,11.2223997,17.1599998,2310.01001,779,3.95,0.99,84.6999969,Manawatu-Wairarapa,Southern North Island Province,15.7778997,3736,590221,19.6399994,3.82953,112,11.0871611,2555,91.6814957,2618,91.921875,0.315108,0.2979603,0,190.9499969,51,0,0,0.2979603,0.0863591,0.6216642,0.1801795,243.2700043,350.920929,3.9899001,3.4300001,5.6999998,5.6999998,19.6399994,2432700,8460,1.88,613901.125,36.2900009,12.7373981,2308.719971,546.2000122,1.77,1.77,1.62,1.2,0,0,0,0,2.7663934,11.8596315,85.63797,5.3701334,Supertrophic,1.111808,0.0223097,0.04869353,9.227934,124.6545,1.594607,5.260524,4.705944,20.41794,153.7028,4.229401,1.980875,4.565215833,4.206638289,4.948370861,914.278478,627.9592448,1399.478328,34.7037301,21.23521752,60.1903663,11.2719955,7.345128737,18.47932686,2.809577126,2.210957804,3.428990228,-40.7245802,175.1727838,0,0,0.426086919,1.3957749,0,0,0,0.442706402,0,0,0,0,0,3.721237606,0,90.26137519,1.902603719,0,0.987179879,0,0,0,0,0,0,0,0,0.538715545,0,0,0,0,0.324319844
841,0, ,Lake Waiorongomai,W,0,WL,0,1,6.098143217,175.1431465,-40.71191531,Wellington,C,C.1,C.1.1,C.1.1.1,C.1.1.1.3,C.2,C.2.1,C.2.1.1,C.2.1.1.1,2.94014,17.2000008,2307.889893,420,3.9100001,0,78.3399963,Manawatu-Wairarapa,Southern North Island Province,5.8481598,1026.400024,57314.80078,10.9300003,3.8776801,130,11.7236376,2268,86.4860153,2307,86.3703766,0.3087411,0.2601344,0,0,0,0,0,0.2601344,0.2601344,0.5511721,0.5511721,308.519989,45.9854126,10.8176003,0.28,0,0.28,10.9300003,3085200,10800,0.77,454924.6875,15.0699997,12.8327923,2311.350098,547.3499756,2.8800001,1.99,3.8199999,1.9400001,0.0030349,0,0,0.000171,1.5084473,6.2952533,87.299942,6.022891045,Hypertrophic,0.958002,0.02059106,0.07926029,7.504094,111.5788,2.038039,5.147525,4.834788,33.6875,228.0709,3.856614,2.443697,4.744868038,4.3168553,5.167865181,1121.995327,736.1051857,1678.484125,38.38233588,19.47745614,71.07042458,13.75837637,8.022038401,22.25053034,2.271305398,1.717154315,2.915988996,-40.71191016,175.143142,0,0,0,0,0,0,0,6.867115294,0,0,0.318461158,0.41257592,0,2.048281269,0,78.35749308,0,0,11.99607328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,0, ,Lake Huritini,W,0,0,0,0,2.947468092,175.1554796,-40.70394211,Manawatu-Whanganui,C,C.1,C.1.2,C.1.2.1,C.1.2.1.1,C.1,C.1.1,C.1.1.3,C.1.1.3.1,3.03983,17.1499996,2319.709961,330,3.78,0,0,Manawatu-Wairarapa,Southern North Island Province,2.5838399,1191.099976,26181.40039,18.3600006,3.74141,1,0.0307977,8,0.004828,1417,32.3187103,0.6736127,0.6582074,0,0,0,0,0,0.6582074,0.6582074,0.8176689,0.8176689,2.52,2113.463135,2.3692999,0.3,0,0,18.3600006,25200,1980,1.0238826,4521.597656,0,12.8000002,2312,547,0,0,0,0,3.5714288,0,0,96.4285736,0,51.3513527,45.4365082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847,0, ,Lake Kopureherehere,W,0,0,0,0,7.388236839,175.1737577,-40.71864185,Manawatu-Whanganui,A,A.2,A.2.1,A.2.1.1,A.2.1.1.1,A.1,A.1.2,A.1.2.1,A.1.2.1.1,6.31987,17.1000004,2307.780029,624,3.9100001,0,4.2800002,Manawatu-Wairarapa,Southern North Island Province,6.9070902,1995.300049,145506,20,3.79775,7,0.8931279,372,6.9296417,1457,33.9600334,0.989313,0.9755748,0,148.0700073,27,0,0,0.9755748,0.3892919,0.9808441,0.3913946,6.8400002,3724.547852,1.0875,2.21,0,2.21,20,68400,1740,0.6521949,14259.41797,0,12.8000002,2310,547,0,0,0,0,6.5789475,0,0,0,0,91.6666641,4.5073762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855,0, ,0,W,0,0,0,0,1.247546948,175.1603122,-40.67423655,Manawatu-Whanganui,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manawatu-Wairarapa,Southern North Island Province,1.21358,438.2999878,11810.59961,7.1199999,3.4268501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8800011,0,0.6542,0.08,0,0.08,7.1199999,388800,2880,0.9317629,68484.55469,9.5082073,12.833333,2313.025635,548,3,2,4,2,100,0,0,0,0,5.7692308,91.1059647,5.820343971,Supertrophic,1.364405,0.04168929,0.09489472,14.10011,111.1019,1.641536,5.681687,5.073564,28.17484,246.1981,13.488,3.686664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40.67423113,175.1603094,0,0,0,0,0,0,0,2.73453989,0,0,0,0,0,5.360120304,0,91.27427184,0,0,0.631067961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,0, ,0,W,0,0,0,0,2.457673479,175.1595044,-40.67161633,Manawatu-Whanganui,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manawatu-Wairarapa,Southern North Island Province,1.61921,602.9000244,15758.2998,6.8699999,3.41171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2000008,0,1.1243,0.11,0,0.11,6.8699999,252000,3480,0.1381848,39639.10547,4.2104697,12.8923073,2314,548,3,2,4,2,100,0,0,0,0,15.1589241,57.849205,5.090248108,Supertrophic,0.4787752,0.01831107,0.0231397,5.325521,57.85123,2.517724,4.26658,3.978947,12.27389,1132.142,15.11208,4.61024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40.67156087,175.1590637,0,0,0,0,0,0,0,28.83030551,0,0,0,0,0,30.04681427,0,0.558377105,0,0,36.38516017,0,0,0,0,0,0,0,4.179342945,0,0,0,0,0,0
