"site","reference_period","parameter","period_start","period_end","p_value","slope","conf_low","conf_high","conf_level","z","trend_method","n","note","s","var_s","tau","alternative","trend_likelihood","lat","lon"
"Wellington (Wellington)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.5659492688426438,NA,NA,NA,NA,-0.16607050893356662,"Mann-Kendall",63,NA,-29,28427,-0.0148489503328213,"greater","Indeterminate",-41.285,174.768
"Whanganui (Manawatū-Whanganui)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.17738126549201022,NA,NA,NA,NA,0.9253910531526973,"Mann-Kendall",63,NA,157,28418.333333333332,0.08055429997387943,"greater","Likely increasing",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.003918971736940534,NA,NA,NA,NA,2.658972180007662,"Mann-Kendall",63,NA,446,28008.666666666668,0.239881692234539,"greater","Very likely increasing",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.013679215146858156,NA,NA,NA,NA,2.206365332974528,"Mann-Kendall",63,NA,373,28427,0.19098822324628775,"greater","Very likely increasing",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.0030442753946218954,NA,NA,NA,NA,2.742973990334008,"Mann-Kendall",63,NA,459,27879.666666666668,0.24877851455460692,"greater","Very likely increasing",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.02622021703645939,NA,NA,NA,NA,1.9395004147619062,"Mann-Kendall",63,NA,328,28426,0.16798976223036438,"greater","Very likely increasing",-39.93704,175.04509
"Whangaparāoa (Auckland)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.5659492688426438,NA,NA,NA,NA,-0.16607050893356662,"Mann-Kendall",63,NA,-29,28427,-0.0148489503328213,"greater","Indeterminate",-36.606,174.835
"Whangaparāoa (Auckland)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.6946079983840012,NA,NA,NA,NA,-0.5089546627177481,"Mann-Kendall",63,NA,-86,27892,-0.046545383770744256,"greater","Likely decreasing",-36.606,174.835
"Whangaparāoa (Auckland)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.38793994478325444,NA,NA,NA,NA,0.28469230102897136,"Mann-Kendall",63,NA,49,28427,0.025089605734767022,"greater","Indeterminate",-36.606,174.835
"Whangaparāoa (Auckland)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.8423361412332975,NA,NA,NA,NA,-1.0041055978247986,"Mann-Kendall",63,NA,-169,27993.666666666668,-0.0909225623801545,"greater","Likely decreasing",-36.606,174.835
"Whangaparāoa (Auckland)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.57990757773359,NA,NA,NA,NA,-0.20165704656218805,"Mann-Kendall",63,NA,-35,28427,-0.017921146953405017,"greater","Indeterminate",-36.606,174.835
"Whangārei (Northland)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.690832520592414,NA,NA,NA,NA,-0.49821152680069986,"Mann-Kendall",63,NA,-85,28427,-0.04352278545826933,"greater","Likely decreasing",-35.769,174.364
"Whangārei (Northland)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.8991459568285279,NA,NA,NA,NA,-1.2767002693236338,"Mann-Kendall",63,NA,-215,28096.333333333332,-0.11470220232547451,"greater","Likely decreasing",-35.769,174.364
"Whangārei (Northland)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.5425101557277984,NA,NA,NA,NA,-0.10675961288586426,"Mann-Kendall",63,NA,-19,28427,-0.009728622631848437,"greater","Indeterminate",-35.769,174.364
"Whangārei (Northland)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.9212660406817872,NA,NA,NA,NA,-1.413639018890167,"Mann-Kendall",63,NA,-238,28107.333333333332,-0.12686693333271193,"greater","Very likely decreasing",-35.769,174.364
"Whangārei (Northland)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.6434618041384146,NA,NA,NA,NA,-0.36772755549575464,"Mann-Kendall",63,NA,-63,28427,-0.03225806451612903,"greater","Indeterminate",-35.769,174.364
