"site","period_start","period_end","reference_period","parameter","data_value","lat","lon"
"Queenstown (Otago)","2021-01-01","2021-12-31","1991-2020","Rainfall due to very wet days",20.641631434966428,-45.01758,168.74005
"Reefton (West Coast)","2021-01-01","2021-12-31",NA,"Maximum one-day rainfall",95.4,-42.11578,171.86014
"Reefton (West Coast)","2021-01-01","2021-12-31","1961-1990","Very wet days",11,-42.11578,171.86014
"Reefton (West Coast)","2021-01-01","2021-12-31","1961-1990","Rainfall due to very wet days",25.639403524627202,-42.11578,171.86014
"Reefton (West Coast)","2021-01-01","2021-12-31","1991-2020","Very wet days",14,-42.11578,171.86014
"Reefton (West Coast)","2021-01-01","2021-12-31","1991-2020","Rainfall due to very wet days",30.799819249887033,-42.11578,171.86014
"Rotorua (Bay of Plenty)","2021-01-01","2021-12-31",NA,"Maximum one-day rainfall",72,-38.10595,176.31485
"Rotorua (Bay of Plenty)","2021-01-01","2021-12-31","1961-1990","Very wet days",4,-38.10595,176.31485
"Rotorua (Bay of Plenty)","2021-01-01","2021-12-31","1961-1990","Rainfall due to very wet days",17.475872308834443,-38.10595,176.31485
"Rotorua (Bay of Plenty)","2021-01-01","2021-12-31","1991-2020","Very wet days",4,-38.10595,176.31485
"Rotorua (Bay of Plenty)","2021-01-01","2021-12-31","1991-2020","Rainfall due to very wet days",17.475872308834443,-38.10595,176.31485
"Tara Hills (Canterbury)","2021-01-01","2021-12-31",NA,"Maximum one-day rainfall",25.4,-44.52612,169.88948
"Tara Hills (Canterbury)","2021-01-01","2021-12-31","1961-1990","Very wet days",2,-44.52612,169.88948
"Tara Hills (Canterbury)","2021-01-01","2021-12-31","1961-1990","Rainfall due to very wet days",9.31711880261927,-44.52612,169.88948
"Tara Hills (Canterbury)","2021-01-01","2021-12-31","1991-2020","Very wet days",2,-44.52612,169.88948
"Tara Hills (Canterbury)","2021-01-01","2021-12-31","1991-2020","Rainfall due to very wet days",9.31711880261927,-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","2021-01-01","2021-12-31",NA,"Maximum one-day rainfall",40.6,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","2021-01-01","2021-12-31","1961-1990","Very wet days",5,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","2021-01-01","2021-12-31","1961-1990","Rainfall due to very wet days",14.09771343971048,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","2021-01-01","2021-12-31","1991-2020","Very wet days",4,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","2021-01-01","2021-12-31","1991-2020","Rainfall due to very wet days",11.761802928113177,-38.88784,175.25981
"Taupō (Waikato)","2021-01-01","2021-12-31",NA,"Maximum one-day rainfall",42.8,-38.74263,176.08104
"Taupō (Waikato)","2021-01-01","2021-12-31","1961-1990","Very wet days",4,-38.74263,176.08104
"Taupō (Waikato)","2021-01-01","2021-12-31","1961-1990","Rainfall due to very wet days",14.311190370040123,-38.74263,176.08104
"Taupō (Waikato)","2021-01-01","2021-12-31","1991-2020","Very wet days",3,-38.74263,176.08104
"Taupō (Waikato)","2021-01-01","2021-12-31","1991-2020","Rainfall due to very wet days",11.480160499331252,-38.74263,176.08104
"Tauranga (Bay of Plenty)","2021-01-01","2021-12-31",NA,"Maximum one-day rainfall",55.3,-37.673,176.196
"Tauranga (Bay of Plenty)","2021-01-01","2021-12-31","1961-1990","Very wet days",3,-37.673,176.196
"Tauranga (Bay of Plenty)","2021-01-01","2021-12-31","1961-1990","Rainfall due to very wet days",16.61918328584995,-37.673,176.196
"Tauranga (Bay of Plenty)","2021-01-01","2021-12-31","1991-2020","Very wet days",3,-37.673,176.196
"Tauranga (Bay of Plenty)","2021-01-01","2021-12-31","1991-2020","Rainfall due to very wet days",16.61918328584995,-37.673,176.196
"Timaru (Canterbury)","2021-01-01","2021-12-31",NA,"Maximum one-day rainfall",43.2,-44.30517,171.22141
"Timaru (Canterbury)","2021-01-01","2021-12-31","1961-1990","Very wet days",4,-44.30517,171.22141
"Timaru (Canterbury)","2021-01-01","2021-12-31","1961-1990","Rainfall due to very wet days",26.17527568195009,-44.30517,171.22141
"Timaru (Canterbury)","2021-01-01","2021-12-31","1991-2020","Very wet days",3,-44.30517,171.22141
"Timaru (Canterbury)","2021-01-01","2021-12-31","1991-2020","Rainfall due to very wet days",21.6482878699942,-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)","2021-01-01","2021-12-31",NA,"Maximum one-day rainfall",37.2,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","2021-01-01","2021-12-31","1961-1990","Very wet days",5,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","2021-01-01","2021-12-31","1961-1990","Rainfall due to very wet days",15.434759751866261,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","2021-01-01","2021-12-31","1991-2020","Very wet days",5,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","2021-01-01","2021-12-31","1991-2020","Rainfall due to very wet days",15.434759751866261,-39.46249,175.66283
"Wellington (Wellington)","2021-01-01","2021-12-31",NA,"Maximum one-day rainfall",73.4,-41.285,174.768
"Wellington (Wellington)","2021-01-01","2021-12-31","1961-1990","Very wet days",8,-41.285,174.768
"Wellington (Wellington)","2021-01-01","2021-12-31","1961-1990","Rainfall due to very wet days",30.66507960124981,-41.285,174.768
"Wellington (Wellington)","2021-01-01","2021-12-31","1991-2020","Very wet days",10,-41.285,174.768
"Wellington (Wellington)","2021-01-01","2021-12-31","1991-2020","Rainfall due to very wet days",35.97678916827853,-41.285,174.768
"Whanganui (Manawatū-Whanganui)","2021-01-01","2021-12-31",NA,"Maximum one-day rainfall",66.8,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","2021-01-01","2021-12-31","1961-1990","Very wet days",9,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","2021-01-01","2021-12-31","1961-1990","Rainfall due to very wet days",34.04804447091523,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","2021-01-01","2021-12-31","1991-2020","Very wet days",8,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","2021-01-01","2021-12-31","1991-2020","Rainfall due to very wet days",31.665674012308916,-39.93704,175.04509
"Whangaparāoa (Auckland)","2021-01-01","2021-12-31",NA,"Maximum one-day rainfall",89.4,-36.606,174.835
"Whangaparāoa (Auckland)","2021-01-01","2021-12-31","1961-1990","Very wet days",3,-36.606,174.835
"Whangaparāoa (Auckland)","2021-01-01","2021-12-31","1961-1990","Rainfall due to very wet days",17.685858021240914,-36.606,174.835
"Whangaparāoa (Auckland)","2021-01-01","2021-12-31","1991-2020","Very wet days",4,-36.606,174.835
"Whangaparāoa (Auckland)","2021-01-01","2021-12-31","1991-2020","Rainfall due to very wet days",20.749021799888204,-36.606,174.835
"Whangārei (Northland)","2021-01-01","2021-12-31",NA,"Maximum one-day rainfall",111,-35.769,174.364
"Whangārei (Northland)","2021-01-01","2021-12-31","1961-1990","Very wet days",11,-35.769,174.364
"Whangārei (Northland)","2021-01-01","2021-12-31","1961-1990","Rainfall due to very wet days",41.95154777927321,-35.769,174.364
"Whangārei (Northland)","2021-01-01","2021-12-31","1991-2020","Very wet days",12,-35.769,174.364
"Whangārei (Northland)","2021-01-01","2021-12-31","1991-2020","Rainfall due to very wet days",44.42799461641992,-35.769,174.364
"Auckland (Auckland)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",65.6,-37.00813,174.78873
"Auckland (Auckland)","2020-01-01","2020-12-31","1961-1990","Very wet days",2,-37.00813,174.78873
"Auckland (Auckland)","2020-01-01","2020-12-31","1961-1990","Rainfall due to very wet days",12.955254942767949,-37.00813,174.78873
"Auckland (Auckland)","2020-01-01","2020-12-31","1991-2020","Very wet days",3,-37.00813,174.78873
"Auckland (Auckland)","2020-01-01","2020-12-31","1991-2020","Rainfall due to very wet days",16.59729448491155,-37.00813,174.78873
"Blenheim (Marlborough)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",36.2,-41.52133,173.86439
"Blenheim (Marlborough)","2020-01-01","2020-12-31","1961-1990","Very wet days",1,-41.52133,173.86439
"Blenheim (Marlborough)","2020-01-01","2020-12-31","1961-1990","Rainfall due to very wet days",7.073075420085971,-41.52133,173.86439
"Blenheim (Marlborough)","2020-01-01","2020-12-31","1991-2020","Very wet days",1,-41.52133,173.86439
"Blenheim (Marlborough)","2020-01-01","2020-12-31","1991-2020","Rainfall due to very wet days",7.073075420085971,-41.52133,173.86439
"Christchurch (Canterbury)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",37.8,-43.493,172.537
"Christchurch (Canterbury)","2020-01-01","2020-12-31","1961-1990","Very wet days",2,-43.493,172.537
"Christchurch (Canterbury)","2020-01-01","2020-12-31","1961-1990","Rainfall due to very wet days",13.33606893721789,-43.493,172.537
"Christchurch (Canterbury)","2020-01-01","2020-12-31","1991-2020","Very wet days",2,-43.493,172.537
"Christchurch (Canterbury)","2020-01-01","2020-12-31","1991-2020","Rainfall due to very wet days",13.33606893721789,-43.493,172.537
"Dannevirke (Manawatū-Whanganui)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",27.6,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","2020-01-01","2020-12-31","1961-1990","Very wet days",2,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","2020-01-01","2020-12-31","1961-1990","Rainfall due to very wet days",7.058514825505116,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","2020-01-01","2020-12-31","1991-2020","Very wet days",3,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","2020-01-01","2020-12-31","1991-2020","Rainfall due to very wet days",10.443453161899763,-40.21,176.109
"Dunedin (Otago)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",56.2,-45.90129,170.5147
"Dunedin (Otago)","2020-01-01","2020-12-31","1961-1990","Very wet days",4,-45.90129,170.5147
"Dunedin (Otago)","2020-01-01","2020-12-31","1961-1990","Rainfall due to very wet days",22.59731312435412,-45.90129,170.5147
"Dunedin (Otago)","2020-01-01","2020-12-31","1991-2020","Very wet days",4,-45.90129,170.5147
"Dunedin (Otago)","2020-01-01","2020-12-31","1991-2020","Rainfall due to very wet days",22.59731312435412,-45.90129,170.5147
"Gisborne (Gisborne)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",46,-38.6586,177.9851
"Gisborne (Gisborne)","2020-01-01","2020-12-31","1961-1990","Very wet days",6,-38.6586,177.9851
"Gisborne (Gisborne)","2020-01-01","2020-12-31","1961-1990","Rainfall due to very wet days",26.941917424772573,-38.6586,177.9851
"Gisborne (Gisborne)","2020-01-01","2020-12-31","1991-2020","Very wet days",3,-38.6586,177.9851
"Gisborne (Gisborne)","2020-01-01","2020-12-31","1991-2020","Rainfall due to very wet days",15.185444366689993,-38.6586,177.9851
"Gore (Southland)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",60.6,-46.115,168.887
"Gore (Southland)","2020-01-01","2020-12-31","1961-1990","Very wet days",9,-46.115,168.887
"Gore (Southland)","2020-01-01","2020-12-31","1961-1990","Rainfall due to very wet days",29.101978691019788,-46.115,168.887
"Gore (Southland)","2020-01-01","2020-12-31","1991-2020","Very wet days",9,-46.115,168.887
"Gore (Southland)","2020-01-01","2020-12-31","1991-2020","Rainfall due to very wet days",29.101978691019788,-46.115,168.887
"Hamilton (Waikato)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",41.8,-37.86088,175.33175
"Hamilton (Waikato)","2020-01-01","2020-12-31","1961-1990","Very wet days",4,-37.86088,175.33175
"Hamilton (Waikato)","2020-01-01","2020-12-31","1961-1990","Rainfall due to very wet days",16.25393966681675,-37.86088,175.33175
"Hamilton (Waikato)","2020-01-01","2020-12-31","1991-2020","Very wet days",4,-37.86088,175.33175
"Hamilton (Waikato)","2020-01-01","2020-12-31","1991-2020","Rainfall due to very wet days",16.25393966681675,-37.86088,175.33175
"Hokitika (West Coast)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",101.5,-42.71228,170.98428
"Hokitika (West Coast)","2020-01-01","2020-12-31","1961-1990","Very wet days",13,-42.71228,170.98428
"Hokitika (West Coast)","2020-01-01","2020-12-31","1961-1990","Rainfall due to very wet days",32.82971916103804,-42.71228,170.98428
"Hokitika (West Coast)","2020-01-01","2020-12-31","1991-2020","Very wet days",13,-42.71228,170.98428
"Hokitika (West Coast)","2020-01-01","2020-12-31","1991-2020","Rainfall due to very wet days",32.82971916103804,-42.71228,170.98428
"Invercargill (Southland)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",42.8,-46.41741,168.33052
"Invercargill (Southland)","2020-01-01","2020-12-31","1961-1990","Very wet days",8,-46.41741,168.33052
"Invercargill (Southland)","2020-01-01","2020-12-31","1961-1990","Rainfall due to very wet days",23.146872416643703,-46.41741,168.33052
"Invercargill (Southland)","2020-01-01","2020-12-31","1991-2020","Very wet days",8,-46.41741,168.33052
"Invercargill (Southland)","2020-01-01","2020-12-31","1991-2020","Rainfall due to very wet days",23.146872416643703,-46.41741,168.33052
"Kerikeri (Northland)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",123.6,-35.183,173.926
"Kerikeri (Northland)","2020-01-01","2020-12-31","1961-1990","Very wet days",6,-35.183,173.926
"Kerikeri (Northland)","2020-01-01","2020-12-31","1961-1990","Rainfall due to very wet days",34.3681917211329,-35.183,173.926
"Kerikeri (Northland)","2020-01-01","2020-12-31","1991-2020","Very wet days",6,-35.183,173.926
"Kerikeri (Northland)","2020-01-01","2020-12-31","1991-2020","Rainfall due to very wet days",34.3681917211329,-35.183,173.926
"Lake Tekapo (Canterbury)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",35,-44.002,170.441
"Lake Tekapo (Canterbury)","2020-01-01","2020-12-31","1961-1990","Very wet days",2,-44.002,170.441
"Lake Tekapo (Canterbury)","2020-01-01","2020-12-31","1961-1990","Rainfall due to very wet days",14.443971026842778,-44.002,170.441
"Lake Tekapo (Canterbury)","2020-01-01","2020-12-31","1991-2020","Very wet days",2,-44.002,170.441
"Lake Tekapo (Canterbury)","2020-01-01","2020-12-31","1991-2020","Rainfall due to very wet days",14.443971026842778,-44.002,170.441
"Masterton (Wellington)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",81,-40.957,175.707
"Masterton (Wellington)","2020-01-01","2020-12-31","1961-1990","Very wet days",14,-40.957,175.707
"Masterton (Wellington)","2020-01-01","2020-12-31","1961-1990","Rainfall due to very wet days",52.307692307692314,-40.957,175.707
"Masterton (Wellington)","2020-01-01","2020-12-31","1991-2020","Very wet days",13,-40.957,175.707
"Masterton (Wellington)","2020-01-01","2020-12-31","1991-2020","Rainfall due to very wet days",50.02136752136752,-40.957,175.707
"Milford Sound (Southland)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",408.1,-44.67384,167.92406
"Milford Sound (Southland)","2020-01-01","2020-12-31","1961-1990","Very wet days",14,-44.67384,167.92406
"Milford Sound (Southland)","2020-01-01","2020-12-31","1961-1990","Rainfall due to very wet days",35.2658914623008,-44.67384,167.92406
"Milford Sound (Southland)","2020-01-01","2020-12-31","1991-2020","Very wet days",14,-44.67384,167.92406
"Milford Sound (Southland)","2020-01-01","2020-12-31","1991-2020","Rainfall due to very wet days",35.2658914623008,-44.67384,167.92406
"Napier (Hawke's Bay)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",242.4,-39.49846,176.91189
"Napier (Hawke's Bay)","2020-01-01","2020-12-31","1961-1990","Very wet days",1,-39.49846,176.91189
"Napier (Hawke's Bay)","2020-01-01","2020-12-31","1961-1990","Rainfall due to very wet days",33.60133074577211,-39.49846,176.91189
"Napier (Hawke's Bay)","2020-01-01","2020-12-31","1991-2020","Very wet days",1,-39.49846,176.91189
"Napier (Hawke's Bay)","2020-01-01","2020-12-31","1991-2020","Rainfall due to very wet days",33.60133074577211,-39.49846,176.91189
"Nelson (Nelson)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",36.6,-41.299,173.226
"Nelson (Nelson)","2020-01-01","2020-12-31","1961-1990","Very wet days",2,-41.299,173.226
"Nelson (Nelson)","2020-01-01","2020-12-31","1961-1990","Rainfall due to very wet days",9.268664296597256,-41.299,173.226
"Nelson (Nelson)","2020-01-01","2020-12-31","1991-2020","Very wet days",2,-41.299,173.226
"Nelson (Nelson)","2020-01-01","2020-12-31","1991-2020","Rainfall due to very wet days",9.268664296597256,-41.299,173.226
"New Plymouth (Taranaki)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",81.8,-39.0079,174.18382
"New Plymouth (Taranaki)","2020-01-01","2020-12-31","1961-1990","Very wet days",9,-39.0079,174.18382
"New Plymouth (Taranaki)","2020-01-01","2020-12-31","1961-1990","Rainfall due to very wet days",27.892548346643785,-39.0079,174.18382
"New Plymouth (Taranaki)","2020-01-01","2020-12-31","1991-2020","Very wet days",11,-39.0079,174.18382
"New Plymouth (Taranaki)","2020-01-01","2020-12-31","1991-2020","Rainfall due to very wet days",32.261896904494755,-39.0079,174.18382
"Queenstown (Otago)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",49.6,-45.01758,168.74005
"Queenstown (Otago)","2020-01-01","2020-12-31","1961-1990","Very wet days",7,-45.01758,168.74005
"Queenstown (Otago)","2020-01-01","2020-12-31","1961-1990","Rainfall due to very wet days",34.86343486343487,-45.01758,168.74005
"Queenstown (Otago)","2020-01-01","2020-12-31","1991-2020","Very wet days",7,-45.01758,168.74005
"Queenstown (Otago)","2020-01-01","2020-12-31","1991-2020","Rainfall due to very wet days",34.86343486343487,-45.01758,168.74005
"Reefton (West Coast)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",73.4,-42.11578,171.86014
"Reefton (West Coast)","2020-01-01","2020-12-31","1961-1990","Very wet days",3,-42.11578,171.86014
"Reefton (West Coast)","2020-01-01","2020-12-31","1961-1990","Rainfall due to very wet days",11.291165708311553,-42.11578,171.86014
"Reefton (West Coast)","2020-01-01","2020-12-31","1991-2020","Very wet days",3,-42.11578,171.86014
"Reefton (West Coast)","2020-01-01","2020-12-31","1991-2020","Rainfall due to very wet days",11.291165708311553,-42.11578,171.86014
"Rotorua (Bay of Plenty)","2020-01-01","2020-12-31",NA,"Maximum one-day rainfall",54.4,-38.10595,176.31485
"Rotorua (Bay of Plenty)","2020-01-01","2020-12-31","1961-1990","Very wet days",1,-38.10595,176.31485
